이름,주소,전화번호,위도,경도
매머드 익스프레스 파주 운정 목동점,"경기도 파주시 심학산로423번길 7-37, 애플프라자 102호 (목동동)",,37.7190733,126.7385431
카페피콜로,"경기도 김포시 김포한강1로 81, 1층 103호 (장기동)",,37.64544684,126.6698481
아임카페,"경기도 김포시 초당로16번길 114-2, 1층 103호 (장기동)",,37.63942023,126.674568
하늘카페,"경기도 김포시 유현로 19, 402동 203호 (풍무동, 유현마을신동아아파트)",,37.59754115,126.7246302
카페요아정 김포라베니체점,"경기도 김포시 태장로 820-26, 라베니체8차 111호 (장기동)",,37.63715313,126.7164406
커피 파는집,경기도 연천군 청산면 청창로 717,,38.02344286,127.1356126
사랑의힐링카페,"경기도 김포시 대곶면 율생중앙로36번길 7-19, 1층 2호",,37.65110438,126.585113
마크빈 베이커리카페,"경기도 파주시 청암로 75, 상상메디컬프라자 201,202호 (다율동)",,37.73482197,126.7330358
룰루랄라,"경기도 김포시 김포한강8로 127, A동 407호 (마산동, 한강신도시 동일스위트 더파크뷰 2단지)",,37.63379836,126.6403618
히얼(HERE),"경기도 김포시 김포한강2로 292, 근린생활시설동 1층 107호 (장기동, 한강 현대성우오스타)",,37.64866254,126.6635075
프로방스 공방,"경기도 파주시 탄현면 새오리로 77, 프로방스 차동",,37.79114489,126.6850282
오멜,"경기도 파주시 경의로 985-3, 지하1층 일부 (야당동)",,37.74069905,126.7533334
코너커피 장기점,"경기도 김포시 김포한강2로 229, E동 103(일부)호 (장기동, 한강호반베르디움)",,37.6478019,126.6608866
카페림,"경기도 김포시 양도로30번길 11, 104호 (풍무동, 양도마을 상가2동)",031-982-7075,37.60600699,126.7261292
베러댄와플풍무점,"경기도 김포시 풍무로69번길 30, 1층 101호 (풍무동, 그린시티)",031-998-4897,37.60239978,126.7201332
카페엔에이치(cafe nh),"경기도 김포시 고촌읍 장곡로3번길 28, 1층 일부호",,37.60575419,126.7530915
플로라,"경기도 김포시 김포한강11로 454, 2층 (운양동)",031-981-1204,37.65359758,126.6984626
바늘꽃,"경기도 김포시 솔터로 22, 301동 2층 220호 (구래동, 메트로타워 예미지)",031-981-7757,37.64542922,126.6308576
카페1번가,"경기도 김포시 대곶면 대명항로 296, 1층 일부호",1522-9522,37.65046122,126.5877228
카페153,"경기도 김포시 통진읍 율마로300번길 153, 나동 1층",,37.68206513,126.6034517
블랑무스,"경기도 김포시 초당로16번길 86-4, 1동 1층 일부호 (장기동)",070-7326-4486,37.63942023,126.674568
웰리스커피,"경기도 김포시 감정로 42, 신안실크밸리1차아파트 상가동 128동 지하1층 103호 (감정동)",031-998-8334,37.61974721,126.7007162
책속의커피,"경기도 김포시 사우중로 79, 사우테마프라자2 지하1층 일부호 (북변동)",,37.6218613,126.7205638
오가다,"경기도 김포시 김포한강2로 41, 지하1층 일부호 (장기동, 롯데마트김포한강점)",,37.64127017,126.6776017
커피앤드,"경기도 김포시 풍년로 28, 1동 1층 (사우동, 일부)",031-997-4517,37.62269465,126.7252992
커피스토아,"경기도 김포시 대곶면 율마로 7, 106호",,37.65349429,126.5907574
카페미니미,"경기도 김포시 김포한강1로98번길 17-27, 1층 101호 (장기동)",,37.64530841,126.6731324
Dewy Coffee (듀이커피),"경기도 김포시 김포한강11로 288-48, 1층 101호 (운양동, 한신더휴테라스8)",,37.65380554,126.6775181
카페진정성(본점),"경기도 김포시 하성면 하성로 660, 1층",031-986-5520,37.73142962,126.6288378
오슈가(OH SUGAR),"경기도 김포시 중봉로 1-1, 1층 113호 (감정동, 중봉마을 신안실크밸리)",,37.62746239,126.698369
원카페,"경기도 김포시 월곶면 고양로115번길 142, 2층 일부호",031-987-1862,37.69015753,126.5512774
그라찌에 김포대학교점,"경기도 김포시 월곶면 김포대학로 81, B동 1층 (김포대학)",02-338-7241,37.72805348,126.5443513
로블랜드투써즈,"경기도 김포시 사우로 23, 1층 101호 (사우동)",070-8221-8002,37.62105673,126.7241688
커피에반하다 김포법원점,경기도 김포시 봉화로 14-4 (사우동),031-998-5365,37.62290594,126.7088088
공차 김포구래점,"경기도 김포시 김포한강7로 71, 1층 (구래동, 이마트구래점)",031-996-6439,37.64433898,126.6282862
폴바셋현대프리미엄아울렛김포점,"경기도 김포시 고촌읍 아라육로152번길 100, 1층 101호 (현대프리미엄아울렛)",031-8048-2101,37.59723685,126.7852336
감성공간,"경기도 김포시 태장로 820, 1층 106호 (장기동)",031-997-2087,37.63688182,126.6769987
고디바김포점,"경기도 김포시 고촌읍 아라육로152번길 100, 1층 251호 (현대프리미엄아울렛)",,37.59723685,126.7852336
이디야커피 김포마산점,"경기도 김포시 김포한강8로 163, 104호 (마산동, 스퀘어빌딩)",,37.63702387,126.6433899
(주)에이쓰리바우트,"경기도 김포시 고촌읍 아라육로182번길 50, 1층 B112호 (국민차매매단지(공항점) B동)",,37.59603787,126.7831456
더 벤티(The Venti),"경기도 김포시 김포한강2로 41, 1층 (장기동, 롯데마트 김포한강점)",,37.64127017,126.6776017
민들레와달팽이,"경기도 김포시 양촌읍 양곡2로60번길 32, 1층",,37.65662716,126.6290914
사랑해(思朗海),"경기도 김포시 고촌읍 수기로 67-39, 상가동 1층 103호 (수기마을힐스테이트2단지)",,37.59648106,126.7654254
카페로뎀,"경기도 김포시 김포한강2로 222, 3층 301호 (장기동, 대영메디칼아카데미)",031-989-9179,37.64538601,126.6610119
커피에 반하다,"경기도 김포시 사우중로73번길 30 (북변동, 황금프라자 101호,102호)",031-985-3128,37.62225211,126.7204738
공차김포현대아울렛점,"경기도 김포시 고촌읍 아라육로152번길 100, 3층 515호 (현대프리미엄아울렛)",031-8048-2515,37.59723685,126.7852336
스무디킹김포현대아울렛점,"경기도 김포시 고촌읍 아라육로152번길 100, 1층 168호 (현대프리미엄아울렛)",031-8048-2168,37.59723685,126.7852336
(주)커피빈코리아현대프리미엄아울렛김포점,"경기도 김포시 고촌읍 아라육로152번길 100, 3층 618호 (현대프리미엄아울렛)",031-8048-2618,37.59723685,126.7852336
빌로우 현대프리미엄 아울렛 김포점,"경기도 김포시 고촌읍 아라육로152번길 100, 3층 511호 (현대프리미엄아울렛)",031-3444-5000,37.59723685,126.7852336
들길따라,"경기도 김포시 하성면 석평로420번길 23, 1층",031-989-6674,37.74704962,126.6510981
해잊을779,경기도 김포시 운양로 88-35 (운양동),,37.6593761,126.6765603
스타벅스김포이마트,"경기도 김포시 김포한강7로 71 (구래동, 김포이마트내)",1522-3232,37.64433898,126.6282862
(주)공차코리아김포풍무점,"경기도 김포시 풍무로 76, 1층 106호 (풍무동, 오성프라자 )",031-983-5129,37.60242703,126.7219792
구스타프 커피,"경기도 김포시 김포한강11로 312, 1층 127호 (운양동, 리앤포레2차)",,37.6555684,126.6840442
스타벅스김포감정DT,"경기도 김포시 중봉로 27 (감정동, 1,2층 전체)",031-987-3418,37.62485168,126.6965668
빨간커피하우스,"경기도 김포시 월곶면 오리정로 107-37, 1층",031-998-4691,37.69922766,126.5570614
카페로뎀,"경기도 김포시 북변중로23번길 12, 1층 일부호 (북변동, 김포중앙교회)",031-983-1004,37.62374265,126.7112861
빽다방 김포한강 CGV점,"경기도 김포시 김포한강11로 288-32, 1층 117호 (운양동, 골든스퀘어 )",031-997-4556,37.65380554,126.6775181
빽다방김포장기쌍용점,"경기도 김포시 김포한강2로23번길 50, 1층 111호 (장기동, 베니스빌딩)",031-988-4563,37.64102447,126.679718
쉴가커피,"경기도 김포시 고촌읍 고송로 20, 1층 일부호",031-983-9167,37.60468834,126.7688916
한지와다향,"경기도 김포시 양촌읍 양곡2로80번길 34, 1층 104호 (희영아파트상가동)",,37.6576867,126.6282568
로사(Rosa),"경기도 김포시 고촌읍 은행영사정로5번길 16, 101호",,37.60108272,126.7716934
로코블랙,"경기도 김포시 김포한강2로 362, 1층 109호 (장기동, 청송마을중흥에스-클래스)",031-984-8390,37.65093665,126.6667259
스타벅스 김포운양점,"경기도 김포시 김포한강11로 288-32 (운양동, 110,111,201,202호)",031-989-4922,37.65380554,126.6775181
까페컵,경기도 김포시 김포한강6로 47 (장기동),,37.64768339,126.6555585
투썸플레이스김포양촌점,"경기도 김포시 양촌읍 양곡2로 5-7, 1동 1,2층",031-986-1030,37.65749423,126.6270812
꽃이되는시간,"경기도 김포시 사우중로11번길 7, 1층 101호 (사우동, 초원빌딩)",031-981-2494,37.61654156,126.7161662
이디야커피,"경기도 김포시 김포한강2로23번길 10 (장기동, 라베니체 마치 에비뉴 지하1층)",031-986-7269,37.64208225,126.678406
커피하우스,"경기도 김포시 하성면 봉성로 219, 1층",031-984-7194,37.69325928,126.6543041
커피카페스타,"경기도 김포시 사우중로73번길 38, 103호 (북변동, 김포프라자)",031-984-7706,37.62253669,126.7206838
커피에반하다 김포풍무점,"경기도 김포시 풍무로69번길 16, 1층 108호 (풍무동, 세명빌딩)",031-987-5633,37.60224819,126.7207199
느티까페,경기도 김포시 월곶면 오리정로 74,,37.70013012,126.557891
워시존카페(washzone cafe),"경기도 김포시 양촌읍 대곶남로 697-1, 1,2층 일부호",031-987-1655,37.6263504,126.5895355
빽다방김포사우공원점,"경기도 김포시 돌문로 50, 106호 (사우동, 청운펠리스)",031-988-0304,37.61955158,126.7177834
MORE BAKE(모어베이크),"경기도 김포시 사우중로 17, 1층 (사우동)",031-985-3816,37.61711901,126.7169161
하울림,"경기도 김포시 김포한강11로 342, 경기도김포교육지원청 1층 (운양동)",,37.65525569,126.6868582
메가엠지씨커피김포구래역점,"경기도 김포시 김포한강4로 487, 판매시설동 1층 1063호 (구래동, 한강신도시 반도유보라 4차)",,37.64639789,126.6295163
던킨도너츠김포구래점,"경기도 김포시 김포한강9로75번길 180, 1층 114,115호 (구래동, 두원타워)",,37.64491617,126.6244803
카페르고,"경기도 김포시 김포한강3로 283, 뉴고려병원 1층 일부호 (장기동)",,37.64095689,126.6602294
아이러브퍼피,"경기도 김포시 김포한강11로 398, 2층 201호 (운양동)",031-908-7650,37.65310896,126.6925917
메가커피김포초당마을점,"경기도 김포시 김포한강2로 88, 고은프라자 1동 1층 101호 (장기동)",,37.63880943,126.6734804
만랩커피 김포풍무점,"경기도 김포시 양도로19번길 23, 행복한타워 1층 107호 (풍무동)",031-981-4180,37.6085623,126.7250164
불리피싱 바다낚시터,"경기도 김포시 대곶면 대곶서로 283-25, 1층 일부호",031-986-2150,37.63434956,126.5776851
카페선물더프레즌트(the present),"경기도 김포시 양촌읍 유현삭시로 329-21, 1층",,37.63114137,126.6128608
C27(씨27),"경기도 김포시 고촌읍 아라육로152번길 97, 현대프리미엄아울렛타워존 E동 4층",031-8048-2870,37.59791606,126.7839246
놀스로드(NORTH ROAD),"경기도 파주시 운정4길 190, 1층 일부 (상지석동)",,37.71621008,126.7736766
블랙 커스텀 로스터리,"경기도 연천군 연천읍 샘골길 74-22, 1층",,38.08383753,127.0837531
카페담길,"경기도 파주시 송학말길 34-22, 가동 1층 (야당동)",070-4155-8701,37.70713136,126.7615688
메가엠지씨커피 김포풍무역점,"경기도 김포시 유현로 242, 1층 105호 (풍무동)",031-982-0505,37.61191522,126.7315455
오스피셔스,"경기도 파주시 송학1길 113, 라비앙 상가01호 (야당동)",,37.71387357,126.7638397
GAJANIA(가자니아),"경기도 파주시 경의로 1068, 삼융프라자 105호 (야당동)",031-957-7530,37.71258531,126.7596661
오슬로우,경기도 연천군 연천읍 연천역로 4,031-834-0045,38.10120747,127.075331
카페샘,"경기도 파주시 금정4길 37, 1층 일부 (금촌동)",,37.75729934,126.7782673
카페희다 파주야당점,"경기도 파주시 심학산로 628, 케이힐스 111호 (야당동)",,37.71650073,126.7614753
투썸플레이스 김포장기점,"경기도 김포시 김포한강1로 77-4, 1동 1층 일부호 (장기동)",,37.65230516,126.6796092
YAWNING COFFEE(야닝커피),"경기도 김포시 김포한강7로22번길 174-17, 1층 일부호 (마산동)",,37.64087795,126.6361757
하루한알,"경기도 김포시 김포한강1로97번길 32-5, 1동 1층 101호 (장기동)",,37.64894936,126.6707702
37.5 시그니처 김포점,"경기도 김포시 모담공원로 180, 1동 1층 전체호 (운양동)",,37.64712367,126.6978942
운율,"경기도 파주시 금정로 35, 1층 일부 (금촌동)",,37.75827036,126.7755776
비즈라운지(Biz Lounge),"경기도 파주시 산업단지길 76, ASE.KOREA 1동 1층일부 (문발동)",031-940-0765,37.72866214,126.7131662
이디야 파주운정호수공원점,"경기도 파주시 가온로 172, 1층 일부 (와동동)",,37.71969105,126.7514358
포레스트,"경기도 파주시 돌곶이길 129-1, 1,2층 (서패동)",,37.71457219,126.6956098
모모당,"경기도 김포시 김포한강2로24번길 116-40, 1층 (장기동)",,37.6454759,126.6756145
카페게이트 김포풍무역점,"경기도 김포시 유현로238번길 26, 오앤타워 1동 1층 102호 (풍무동)",031-984-8284,37.61114423,126.732132
에코앤그린,"경기도 파주시 광탄면 파주로 1706, 2동일부",,37.79220868,126.839285
팔공티 홈플러스파주운정점,"경기도 파주시 청암로17번길 17, 홈플러스 파주운정점 지하1층 일부 (목동동)",,37.72942152,126.7368606
더벤티 파주봉일천점,"경기도 파주시 조리읍 통일로 320, 1층 일부",031-944-0913,37.74440782,126.8093433
스타벅스 김포석모DT점,"경기도 김포시 양촌읍 김포한강4로 301, 1,2층",,37.65112415,126.6498996
코코부코,"경기도 김포시 김포한강2로23번길 74, 1층 115호 (장기동)",,37.6391777,126.6790117
미래커피,"경기도 김포시 김포한강2로24번길 116-21, 1층 일부호 (장기동)",,37.6454759,126.6756145
필라델피아,"경기도 연천군 전곡읍 양원로268번길 58-1, 1층",,37.97002138,127.0292354
cafe커피연구소,"경기도 김포시 김포한강4로 118, 1층 106호 (장기동)",,37.64469719,126.6685188
메주꽃카페,"경기도 파주시 탄현면 새오리로339번길 5-8, 1층 일부",,37.81853573,126.6927624
레터비,"경기도 파주시 탄현면 요풍길 85-21, 1층",,37.78508526,126.6832276
코피발리(KOPIBALI),"경기도 파주시 와석순환로192번길 14-8, 1층 일부 (동패동)",,37.7157329,126.740314
